participant_id,AET1,AET2,AET3,AET4,CLA1,CLA2,CLA3,CLA4,ALU1,ALU2,ALU3,ALU4,RDG1,RDG2,RDG3,RDG4,WHC1,WHC2,WHC3,WHC4,CEJ1,CEJ2,CEJ3,CEJ4,AISE1,AISE2,AISE3,AISE4,PEC1,PEC2,PEC3,PEC4,PI1,PI2,PI3,PI4,SD1,SD2,SD3,SD4,AET,CLA,ALU,RDG,WHC,CEJ,AI_Readiness_Total,ai_self_efficacy,prompt_engineering_confidence,political_interest,social_desirability,general_cognitive_ability,prior_coding_experience_years,programming_self_efficacy,coding_knowledge_test,coding_accuracy,debugging_score,code_quality_rating,coding_efficiency,coding_performance_task
188,3.0,5.0,4.0,3.0,4.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,,2.0,3.0,3.0,,5.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,,1.0,2.0,2.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,3.75,3.5,1.75,3.3333333333333335,2.6666666666666665,3.5,3.0833333333333335,2.5,1.3333333333333333,3.25,2.75,-1.4171194541112357,1.2,-1.3034946202562439,0.1540131388061288,-0.3833237461426955,-0.41970820203086767,-0.1277144153954047,-0.9944898197834886,-0.17054369253864007
189,4.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,3.5,2.75,2.5,3.5,2.25,2.0,2.75,2.0,1.5,2.5,1.75,0.05327518988123428,3.3,-0.19139593971287466,-0.06442700135349738,0.0460654427840001,0.17547978866956476,-0.42870546843752755,0.8706654634263897,0.28821075887288977
190,2.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,,5.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,2.5,3.75,4.333333333333333,3.25,4.0,4.5,3.722222222222222,3.5,2.0,4.5,3.0,-0.5764628866554165,10.4,0.23404758923857355,-1.028483737428496,0.5943131631554538,1.2868943505880808,-0.15647266539085417,-0.14694141369662583,0.3663283782403995
191,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,,3.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,3.0,5.0,2.75,2.75,2.6666666666666665,2.25,3.25,4.0,2.944444444444444,4.25,2.5,4.75,3.5,-2.1671145344227383,4.0,0.02561479463498325,-0.6143173900007345,-0.7773288804414774,0.775363367903746,-1.504040195093708,0.3432762860021638,-0.48618963714746466
192,4.0,5.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,,4.0,4.0,5.0,4.0,3.0,2.0,2.0,1.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,4.0,2.25,3.3333333333333335,4.0,2.25,3.75,3.2638888888888893,3.5,3.5,1.25,2.75,2.1081983409278133,0.8,0.17956314606657478,-0.7887375145724594,0.3946311824779519,0.48366602159175714,0.7126039124669422,0.2487139038420797,0.46613496664852666
193,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,3.0,4.0,1.0,5.0,2.0,2.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,5.0,5.0,5.0,,4.25,4.75,4.0,2.5,2.75,3.5,3.625,3.5,2.25,1.75,5.0,1.055384237428192,5.3,,-0.20570114039604326,0.9133589598520352,-0.47965712203136307,0.6209970159257165,1.2169026931951725,0.6356775771353026
194,4.0,5.0,3.0,2.0,4.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,,4.0,5.0,4.0,3.5,2.75,2.75,3.5,4.5,2.5,3.25,2.75,1.5,2.0,4.333333333333333,-0.02292351355961834,2.6,-1.53327036176043,0.17385807029601144,-0.13293648272597472,-0.5896360747836635,-0.5564049590516298,-0.03672370949037183,-0.7097283413586775
195,,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,,2.0,3.0,3.0,2.0,3.0,2.0,3.0,,3.0,2.0,4.0,2.0,3.0,,3.0,2.0,4.0,3.0,4.0,4.25,4.25,4.25,3.0,3.0,3.7916666666666665,2.5,2.6666666666666665,3.0,3.0,-1.3148363734200006,4.1,0.4974003000287742,,0.21476558159542536,0.23997497706046647,-0.8435928173892875,0.6936376232643785,-0.2783012962590343
196,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,4.0,2.0,,1.0,5.0,4.0,5.0,,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,2.25,3.0,2.3333333333333335,4.666666666666667,1.75,2.0,2.6666666666666665,1.25,2.5,3.25,3.0,-0.8543950382904547,2.1,1.1692892448445333,0.2900928335425717,,0.246206640621121,1.00625482476267,-0.04348971587342535,0.2827599759387047
197,2.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,4.0,5.0,1.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,,,4.0,5.0,1.0,3.0,4.0,2.75,2.0,2.25,3.0,3.25,4.5,2.9583333333333335,1.75,3.0,3.5,3.25,0.15388901625103607,5.0,-1.7269709057949947,0.8958015720843391,0.12829039137552845,0.08019951278769703,-0.875512454608669,-0.035807277345506164,0.016326255197317677
198,2.0,1.0,2.0,2.0,2.0,,2.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,1.75,1.6666666666666667,2.25,1.0,1.25,1.25,1.527777777777778,1.25,2.3333333333333335,3.25,2.5,-1.0078557119254952,3.1,-0.9839321668687312,-1.7189483569426252,-0.8816605825136208,-0.9985227640753233,,-1.3686021705810845,-1.3256665364638525
199,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.25,4.25,4.25,4.75,3.3333333333333335,4.0,3.972222222222222,4.0,5.0,4.0,3.75,1.0067349402077963,5.8,0.10804051173736622,1.112293918933319,1.7785376193945797,0.6342453136867356,1.1484647985589518,1.391729458019692,1.3101000862535523
200,2.0,3.0,4.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,1.25,2.75,2.25,1.75,1.25,2.0416666666666665,1.75,1.75,3.5,2.0,-1.4110678333226612,0.9,-1.8076313515484566,-1.1988713579792545,-0.7737355100405185,-1.3629329714986778,-0.4374917535665592,-0.33627137668865764,-0.9354949568677611
201,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,,1.0,1.0,2.0,1.0,3.0,,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,2.0,2.25,1.5,1.0,1.75,1.75,2.3333333333333335,1.763888888888889,1.25,2.6666666666666665,2.75,2.0,1.4994379280087324,12.3,1.4628762324674245,1.2641590446120081,0.04749132745280459,0.03687488980391723,-0.08404734037923356,1.3071037896028732,-0.029075894254127568
202,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.25,3.75,4.25,4.25,2.5,3.5,3.75,2.5,2.0,2.75,3.75,0.7470321369735503,3.6,0.9698393210728271,-0.04544803259544626,0.039925417359428714,0.14254882610264355,0.48631620501937706,0.2754565893864926,0.2031991090289427
203,4.0,5.0,2.0,2.0,4.0,,5.0,4.0,3.0,,1.0,2.0,2.0,,2.0,3.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,3.0,3.0,5.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,,4.0,5.0,3.25,4.333333333333333,2.0,2.3333333333333335,2.5,4.0,3.069444444444444,2.75,3.75,2.5,3.6666666666666665,-0.961078327064951,1.5,0.21552560579820923,-0.7817403212100505,-0.6118731357049484,-1.968312318654039,-0.24216078576770064,-1.116508507659562,-0.8730694787530785
204,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,4.0,4.0,1.75,1.5,1.5,1.0,3.75,3.3333333333333335,2.138888888888889,3.5,2.25,2.75,3.5,1.6399500776618663,5.2,1.4043149839371976,0.4805995258741778,0.24945657935855123,1.4755470090721818,0.32405418433689903,-0.24600410589132962,0.4821438872664814
205,4.0,3.0,,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,4.0,,,4.0,5.0,1.0,4.0,3.0,1.0,,3.0,3.0,1.0,3.0,1.0,3.3333333333333335,4.0,3.0,3.75,5.0,4.0,3.8472222222222228,3.5,3.5,2.3333333333333335,2.0,0.46354485634763937,1.4,0.4066770616258037,-0.03181828619601037,,0.7934159461947792,1.2729609031277354,0.5544614586970188,0.2901641859472121
206,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,1.0,3.0,4.75,4.0,3.0,3.25,3.75,4.0,3.7916666666666665,4.5,3.75,2.5,2.5,0.4645716009020024,6.7,0.4486387186320374,0.5263592256265684,0.007966448642695459,1.0544989342711184,,0.9727428032688866,0.31463982862293194
207,1.0,5.0,2.0,2.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,5.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,1.0,,1.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,2.5,3.75,4.0,2.75,3.0,2.0,3.0,3.75,3.0,3.75,5.0,0.9733283693916891,3.5,1.076350228127457,0.7881914556344157,1.2591985175735494,-0.4941559385343047,-0.7957557233036171,0.5872393198329627,-0.03133715547926
208,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,,5.0,5.0,3.0,,3.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,2.0,,2.0,1.0,2.0,4.0,3.0,1.0,5.0,5.0,5.0,,1.75,2.25,4.666666666666667,3.0,3.0,4.75,3.236111111111111,1.25,1.6666666666666667,2.5,5.0,0.17574032520481472,5.2,-0.32656020926899254,-0.1920257385977103,0.7966059045263914,1.2606782043134155,1.548440235782011,0.9433578672814419,1.2933619020770861
209,2.0,3.0,2.0,1.0,4.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,,2.0,3.0,1.0,2.0,3.25,3.25,2.5,4.0,2.75,2.9583333333333335,2.5,4.0,2.25,2.0,0.9825445778847931,3.4,0.285687955514484,-1.0188103253536571,0.45437996304514877,,0.4881033522190001,-0.01952436296298875,0.24362660337944497
210,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,1.0,2.0,1.0,,3.0,3.0,4.0,5.0,2.0,4.0,4.0,3.0,5.0,5.0,,3.0,2.0,2.0,1.5,2.25,1.25,1.75,3.25,2.0,2.0,2.3333333333333335,3.75,4.25,2.3333333333333335,-0.98791378115272,1.2,0.007234836569402771,-1.3629705183124003,-0.7627215526495025,,-0.38311666462201366,,-0.9765219377930631
211,2.0,,3.0,2.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,1.0,2.0,2.3333333333333335,3.25,3.25,2.0,3.0,3.25,2.8472222222222228,1.5,3.25,3.25,2.0,-0.21068338388133137,9.1,-0.2633011429354027,-1.929823221376388,0.13555685538943701,-0.8222488942344233,0.46081130611574406,-0.22835399599432288,0.00587466372636473
212,5.0,2.0,1.0,4.0,4.0,,1.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,2.3333333333333335,3.25,3.25,3.3333333333333335,2.25,2.902777777777778,3.75,3.25,3.75,3.25,-0.7949102503062326,1.0,-1.7420938524121574,-0.8874236650527978,-0.09138817348296975,-0.022701803551623483,-1.2529324083595392,-2.3347820052010944,-1.2441570804260003
213,3.0,2.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,3.0,5.0,2.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,,3.0,4.0,1.0,3.0,2.0,2.0,3.0,2.5,4.0,3.25,1.25,3.75,2.0,2.7916666666666665,2.5,2.75,2.6666666666666665,2.5,-0.5924463028584681,3.2,0.26040584523740273,0.7346835718128036,-0.3621568304457689,-1.4532159355036482,-0.21413439064361875,1.2981509581559019,-0.6600872249218999
214,1.0,1.0,,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,1.75,1.6666666666666667,1.9027777777777777,2.5,1.25,3.5,1.75,-1.5040481041492046,2.7,-0.690326824008915,-0.9314192062036573,-1.483781744803992,-1.8185398051050377,-0.9203309119646625,-1.556379992389012,-1.6652473481624366
215,1.0,1.0,2.0,2.0,1.0,,3.0,1.0,5.0,5.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,1.5,1.6666666666666667,4.25,2.25,2.0,3.25,2.486111111111111,1.25,2.0,4.0,3.75,1.638939268528221,8.3,0.5028404269775587,0.6517886895253108,0.9728683897096944,0.02122903013834564,0.4129180174949481,1.3273338807955382,0.9579739230684654
216,,4.0,2.0,3.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,3.0,2.75,2.75,3.0,4.25,5.0,3.4583333333333335,2.75,4.0,3.25,3.75,1.5765799956951756,4.9,0.20725883958255253,1.1975709694571326,1.0940354665909426,1.6197836620757362,1.3071912664172558,1.2888601573790273,1.4921165788930844
217,4.0,3.0,2.0,3.0,,3.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,3.3333333333333335,1.5,2.25,3.75,4.25,3.0138888888888893,4.25,4.25,3.0,4.5,0.1399484468317598,4.1,1.4724020698896985,1.2915874591318037,1.9184450541607136,0.2733042857386448,0.8486571111137464,0.7799447938521049,0.8772183085237866
218,1.0,1.0,1.0,,2.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,,4.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,1.0,2.0,2.5,2.25,2.0,3.3333333333333335,2.180555555555556,1.25,2.5,3.0,4.25,0.4183116125099111,2.4,-0.7384058694894289,0.36908287839090964,-0.42534290358169957,-0.5086006232478089,0.3411350586802088,-0.8145832079854899,-0.6053387042204232
219,,3.0,,1.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,2.0,3.5,3.0,2.75,4.0,4.5,3.2916666666666665,1.75,4.75,2.75,3.0,0.47505863871891624,1.4,1.112827017295111,-0.1184793164307151,-0.020640879923368792,1.9484305710160759,-0.2818385365120976,0.35084248694862435,0.5395889660797552
220,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,1.0,,1.0,1.0,3.0,2.0,1.0,1.0,,1.0,2.0,3.0,,3.0,3.0,1.0,4.0,5.0,2.0,1.5,2.0,3.5,1.75,2.25,1.0,2.0,1.75,1.3333333333333333,3.0,3.0,-1.9741005729835934,2.3,-1.961565275089009,-1.9692336591718407,-1.354867943512654,-1.4022919944296597,-0.8667942088129422,-2.529996533057236,-1.5197316512613936
221,2.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,5.0,2.0,2.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,,3.0,2.0,3.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,2.5,1.25,2.5,3.25,4.5,3.0,2.8333333333333335,1.75,2.0,2.5,2.75,-1.2149831702151919,1.9,-1.7950482846753963,-1.4278745218291633,-1.2649834791491879,-1.0268218049708748,-1.3587048443804493,-2.1929640201157348,-1.1141880296051616
222,1.0,2.0,2.0,2.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,,3.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,,3.0,3.0,3.0,4.0,1.75,2.75,3.5,3.0,2.5,1.5,2.5,2.75,2.25,3.0,3.25,-1.7257602497270499,2.4,-1.1227776704201113,-1.2516786383954257,-0.9209635665559107,-0.8519363251377327,-1.0344413533389365,-1.1619207735273405,-1.0136915374006887
223,2.0,1.0,4.0,2.0,,2.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,1.0,5.0,4.0,5.0,3.0,4.0,5.0,1.0,,2.0,2.0,2.0,5.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,5.0,2.25,2.6666666666666665,3.75,3.75,4.25,1.6666666666666667,3.0555555555555554,3.25,1.5,1.5,3.5,-1.1518922994613279,1.3,0.39286572945030573,1.1332640940366143,-0.09358562205182042,-1.594392201281039,0.29115368393595403,0.3997832833626684,-0.23172114338041763
224,4.0,5.0,5.0,4.0,,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0,,3.0,4.0,4.0,5.0,5.0,,5.0,,5.0,5.0,4.0,4.0,1.0,2.0,3.0,4.0,3.0,2.0,4.0,1.0,4.5,4.666666666666667,4.5,3.75,3.6666666666666665,4.0,4.180555555555556,5.0,4.5,2.5,2.5,0.9570137996123279,2.3,1.7722442142126067,1.3544023971697128,1.3377598157335482,1.0588997123080124,2.639137544145567,0.9313628214084204,1.7407235095407854
225,2.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,2.75,1.25,1.0,1.75,2.25,1.75,1.7916666666666667,1.0,1.5,3.5,3.25,-0.9811730575234253,4.4,0.12448101225283897,-1.988758050296913,-0.7073161583402177,-1.5762321391728382,-0.7928545394579932,-0.7978199578219638,-1.144537297766547
226,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,1.0,1.25,2.0,1.5,1.5,3.0,2.5,1.9583333333333333,1.5,2.75,3.25,3.5,-1.2201765106429205,8.9,-1.1101761422584078,-1.3733244345380538,-1.7771111369072672,-0.48796769524154254,-0.1722874035062657,-1.2649005157118487,-1.2961619225697574
227,1.0,2.0,2.0,2.0,4.0,5.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.75,3.75,1.5,1.5,1.25,3.0,2.125,1.5,2.5,1.0,2.5,-0.14064075130532933,4.7,-0.7600757609433699,0.993260651727383,-0.24378320615577398,0.7763263203772949,-0.23229979044335694,-0.029687471606430288,0.11482537541370598
228,2.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,4.0,2.25,4.25,3.0,2.25,4.25,4.0,3.3333333333333335,2.25,5.0,4.0,2.5,0.45394440665170377,,-0.2574163395344845,0.8085806173658906,0.8093261450768785,1.943843468564409,1.2560338597253589,1.512302064211409,1.3941845190641147
229,2.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0,1.0,1.0,3.0,,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.5,4.25,2.0,2.6666666666666665,2.25,3.5,2.694444444444444,2.5,2.5,1.75,2.25,0.5261130376943084,1.3,-1.302986179141405,0.3262295418174849,-0.4981636037515714,-0.89630666631106,-0.10388134873942195,-1.8877120760556214,-0.5448775329352581
230,1.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,5.0,5.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,5.0,5.0,2.0,1.25,2.0,1.5,4.5,1.25,1.0,1.9166666666666667,1.25,1.5,2.0,3.75,-0.5138100870974208,1.2,0.0710983139920906,0.559816192606732,-0.6103766820597556,-0.388665032402337,-1.7788994306139232,-0.9477750574186464,-1.1526828275891492
231,3.0,3.0,1.0,2.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,5.0,4.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.25,2.5,1.5,2.25,2.75,2.0,2.2083333333333335,2.0,3.75,2.0,1.75,1.2330750144824587,0.6,0.6890206943187559,-0.5349729855180049,-0.351977476618145,0.09465806046544423,-0.4337082655438513,-0.6802499290939703,-0.06289566937250192
232,3.0,3.0,4.0,,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,5.0,5.0,,3.0,3.3333333333333335,1.5,2.0,1.75,1.3333333333333333,1.5,1.902777777777778,1.25,1.5,1.5,4.333333333333333,-0.7757897331267427,2.8,-1.122875675496676,0.1814911756018014,-1.282999617034505,-0.19226130309248016,-0.007930557181959844,-0.8695986057067048,-0.4455018302366334
233,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,,4.0,5.0,5.0,3.0,3.0,2.0,5.0,4.0,2.0,4.0,,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,1.0,,3.0,5.0,5.0,2.5,3.25,4.75,4.666666666666667,3.25,3.75,3.6944444444444446,4.0,4.0,3.0,4.333333333333333,-0.4702212898443996,1.9,1.055252975849651,-0.17827240195906807,0.8643911353457377,0.2438050823342319,1.3705716500158864,-0.21738808622032257,0.42965525671754606
234,2.0,5.0,4.0,1.0,4.0,3.0,5.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.75,3.0,4.25,2.5,2.75,3.2083333333333335,2.0,2.25,2.5,2.75,0.3166628639650283,1.5,-1.1115269860306514,-0.3135409972891187,-0.2554756494454702,-0.5829342017900244,1.9434890863748056,0.37442366526149456,0.7320633776537521
